,Unnamed: 0,post_id,post_created,post_text,user_id,followers,friends,favourites,statuses,retweets,label
0,0,637894677824413696,Sun Aug 30 07:48:37 +0000 2015,It's just over 2 years since I was diagnosed with #anxiety and #depression. Today I'm taking a moment to reflect on how far I've come since.,1013187241,84,211,251,837,0,1
1,1,637890384576778240,Sun Aug 30 07:31:33 +0000 2015,"It's Sunday, I need a break, so I'm planning to spend as little time as possible on the #A14...",1013187241,84,211,251,837,1,1
2,2,637749345908051968,Sat Aug 29 22:11:07 +0000 2015,Awake but tired. I need to sleep but my brain has other ideas...,1013187241,84,211,251,837,0,1
3,3,637696421077123073,Sat Aug 29 18:40:49 +0000 2015,RT @SewHQ: #Retro bears make perfect gifts and are great for beginners too! Get stitching with October's Sew on sale NOW! #yay http://t.co/…,1013187241,84,211,251,837,2,1
4,4,637696327485366272,Sat Aug 29 18:40:26 +0000 2015,It’s hard to say whether packing lists are making life easier or just reinforcing how much still needs doing... #movinghouse #anxiety,1013187241,84,211,251,837,1,1
5,5,637692793083817985,Sat Aug 29 18:26:24 +0000 2015,Making packing lists is my new hobby... #movinghouse,1013187241,84,211,251,837,1,1
6,6,637691649943072772,Sat Aug 29 18:21:51 +0000 2015,At what point does keeping stuff for nostalgic reasons cross the line into plain old hoarding...? #movinghouse,1013187241,84,211,251,837,1,1
7,7,637689418472652800,Sat Aug 29 18:12:59 +0000 2015,Currently in the finding-boxes-of-random-shit packing phase. I think I’m a closet hoarder...,1013187241,84,211,251,837,0,1
8,8,637687177946734592,Sat Aug 29 18:04:05 +0000 2015,"Can't be bothered to cook, take away on the way 😁👍🏼 #lazy",1013187241,84,211,251,837,0,1
9,9,637684866906255360,Sat Aug 29 17:54:54 +0000 2015,RT @itventsnews: ITV releases promo video for the final series of Downton Abbey http://t.co/mC8Ive72zR http://t.co/CFBKrRvJIs,1013187241,84,211,251,837,41,1
10,10,637684675557896193,Sat Aug 29 17:54:08 +0000 2015,"... also, I have too much stuff. Way, way too much #movinghouse",1013187241,84,211,251,837,1,1
11,11,637684322078707712,Sat Aug 29 17:52:44 +0000 2015,I never want to put one of these together again #lotharderthanitlooks http://t.co/70ujlTCKlB,1013187241,84,211,251,837,0,1
12,12,637555158440902656,Sat Aug 29 09:19:29 +0000 2015,Moving stuff is bloomin’ knackering... and there’s still loads to do... 😥,1013187241,84,211,251,837,0,1
13,13,637550791847510017,Sat Aug 29 09:02:08 +0000 2015,"Back at the house, moving stuff. It’s so peaceful here... I ❤️ 🏡 😊",1013187241,84,211,251,837,0,1
14,14,637314209559281664,Fri Aug 28 17:22:02 +0000 2015,Urgh. Anxiety. FFS where does it come from?! (Breathe...),1013187241,84,211,251,837,0,1
15,15,637310611244892160,Fri Aug 28 17:07:45 +0000 2015,"I have too much stuff. Way, way too much... Massive purge on the way.",1013187241,84,211,251,837,0,1
16,16,637224036918013953,Fri Aug 28 11:23:44 +0000 2015,Hideous traffic on the A14. Must remember to pay closer attention to the traffic reports...,1013187241,84,211,251,837,0,1
17,17,637208158553931776,Fri Aug 28 10:20:38 +0000 2015,Packing and purging. Feels good 😊👍🏼,1013187241,84,211,251,837,0,1
18,18,637181954975252480,Fri Aug 28 08:36:30 +0000 2015,In B&amp;Q looking at internal doors. Fun times 😉,1013187241,84,211,251,837,0,1
19,19,637145132949766144,Fri Aug 28 06:10:11 +0000 2015,"Time to get up. So many things to do, such a busy day ahead...",1013187241,84,211,251,837,0,1
20,20,637133358812778496,Fri Aug 28 05:23:24 +0000 2015,It's 6:20... do I get up or lie here a little longer with my cat buddy... ❓,1013187241,84,211,251,837,0,1
21,21,637132570354950145,Fri Aug 28 05:20:16 +0000 2015,There's nothing like cocktails and exhaustion to aid a good night's  sleep...,1013187241,84,211,251,837,0,1
22,22,636996790693269505,Thu Aug 27 20:20:44 +0000 2015,Great night out with my favourite ladies. Much needed after the past few days. I love them so much 💕,1013187241,84,211,251,837,0,1
23,23,636603948711956480,Wed Aug 26 18:19:43 +0000 2015,Sat down on the sofa for a quick rest... an hour ago. Need to move.,1013187241,84,211,251,837,0,1
24,24,636562582321635329,Wed Aug 26 15:35:21 +0000 2015,How much do I want pizza right now...?,1013187241,84,211,251,837,0,1
25,25,636443677511057408,Wed Aug 26 07:42:51 +0000 2015,"I will always love you.

Peter Gabriel - In Your Eyes http://t.co/foAexmvoid",1013187241,84,211,251,837,0,1
26,26,636441987101655040,Wed Aug 26 07:36:08 +0000 2015,Such a busy day ahead. I need to focus but I'm feeling on the edge of derailment right now.,1013187241,84,211,251,837,0,1
27,27,636439953547882496,Wed Aug 26 07:28:04 +0000 2015,Even now the smallest thing still makes my heart break. I doesn't feel like that ever goes away.,1013187241,84,211,251,837,0,1
28,28,636429433415581696,Wed Aug 26 06:46:15 +0000 2015,"Why is choosing a curtain pole suddenly so confusing? Too. Many. Choices. And yes, I know this isn't a 'real' problem.",1013187241,84,211,251,837,0,1
29,29,636242913916264448,Tue Aug 25 18:25:06 +0000 2015,Completed on my house. Got the keys. What a fab day! Whoop! 🏡🎉💕,1013187241,84,211,251,837,0,1
30,30,636090260187910144,Tue Aug 25 08:18:30 +0000 2015,"RT @CPHighWycombe: @CatsProtection Hi - could you retweet our long stayers, Sammy and Suki? Photographed them today...buckscats.org.uk http…",1013187241,84,211,251,837,70,1
31,31,636050135546494976,Tue Aug 25 05:39:04 +0000 2015,Big day today 🏡😁🎉,1013187241,84,211,251,837,0,1
32,32,635927041955766273,Mon Aug 24 21:29:56 +0000 2015,How lovely #PandaStory  https://t.co/GgaVEkymp7,1013187241,84,211,251,837,0,1
33,33,635883090565533696,Mon Aug 24 18:35:17 +0000 2015,RT @SewHQ: The weather outside is frightful...but our makes are so delightful! Here's a sneak peak of October issue's projects! http://t.co…,1013187241,84,211,251,837,4,1
34,34,635879517026938881,Mon Aug 24 18:21:05 +0000 2015,That's good news at least https://t.co/1S0L7ZAqjr,1013187241,84,211,251,837,0,1
35,35,635879398315556864,Mon Aug 24 18:20:37 +0000 2015,Had a headache so took a nap. For three hours! Woke up a bit confused as to time and day... 😴,1013187241,84,211,251,837,0,1
36,36,635829485284261888,Mon Aug 24 15:02:17 +0000 2015,RT @deliciousmag: On a budget? We have 21 recipes for £1.50 or less a head and they don't compromise on flavour. http://t.co/0CGzPXJLrP htt…,1013187241,84,211,251,837,16,1
37,37,635827655456198656,Mon Aug 24 14:55:00 +0000 2015,RT @RSPCA_official: RT @ncolondon: @RSPCA_official Please RT for us.... 80yr old dog owner getting very distraught over his lost dog 😓 http…,1013187241,84,211,251,837,238,1
38,38,635823998379655168,Mon Aug 24 14:40:28 +0000 2015,"RT @BBCCambs: Flying displays by vintage jets ""significantly restricted"" until further notice by CAA - limited to fly pasts.",1013187241,84,211,251,837,1,1
39,39,635718588171702272,Mon Aug 24 07:41:37 +0000 2015,"RT @craftsbeautiful: Happy #Monday, crafters! If you need a bit of a pick-me-up to get you started, check this out: http://t.co/5xa87FWND4 …",1013187241,84,211,251,837,4,1
40,40,635717273462902784,Mon Aug 24 07:36:23 +0000 2015,They don't sleep like this now 💕... #catsoftwitter http://t.co/sya7RRr2Fa http://t.co/AgJ2tx5f93,1013187241,84,211,251,837,0,1
41,41,635711239046475776,Mon Aug 24 07:12:24 +0000 2015,Truly so awful 😟 https://t.co/jI4Lw4K8co,1013187241,84,211,251,837,0,1
42,42,635710739081261056,Mon Aug 24 07:10:25 +0000 2015,I don't understand this. What does it achieve?!😕Palmyra's Baalshamin temple 'blown up by IS' http://t.co/XvuLGzu73Q,1013187241,84,211,251,837,0,1
43,43,635698503784730624,Mon Aug 24 06:21:48 +0000 2015,"RT @designtaxi: Cigarettes made out of green tea leaves, claim to help you quit smoking http://t.co/F7MVaZdBis http://t.co/HaKwgTO1fO",1013187241,84,211,251,837,34,1
44,44,635569269787500544,Sun Aug 23 21:48:16 +0000 2015,Not having to get up in the morning for two whole weeks. Bliss. 😊,1013187241,84,211,251,837,0,1
45,45,635543618380562433,Sun Aug 23 20:06:21 +0000 2015,I feel like an invisible hand is trying to remove both my eyeballs with a spoon 😖,1013187241,84,211,251,837,0,1
46,46,635542289629192192,Sun Aug 23 20:01:04 +0000 2015,RT @designtaxi: ‘Hair tapestry’ is the latest hair trend http://t.co/nEqzTNqVjJ http://t.co/WrjBKlcVvo,1013187241,84,211,251,837,12,1
47,47,635533454076215296,Sun Aug 23 19:25:57 +0000 2015,It feels like #shoreham coverage and alt media has now gone beyond news to 'ghoulish'...,1013187241,84,211,251,837,0,1
48,48,635532439201415169,Sun Aug 23 19:21:55 +0000 2015,"@ThomasEvansUKIP it's The Mail, it's entirely their MO. Mail Online is barely 'news' 😕",1013187241,84,211,251,837,0,1
49,49,635527712275308544,Sun Aug 23 19:03:08 +0000 2015,@OffensiveBanter it's so awful 😟,1013187241,84,211,251,837,0,1
50,50,635526891013828608,Sun Aug 23 18:59:52 +0000 2015,The awfulness of it continues. Heartbreaking 😟 https://t.co/wdZELWA3ah,1013187241,84,211,251,837,0,1
51,51,635489332082683904,Sun Aug 23 16:30:38 +0000 2015,Lazy afternoon snooze with my kitty cat... #lazysunday,1013187241,84,211,251,837,0,1
52,52,635480709331877889,Sun Aug 23 15:56:22 +0000 2015,The pain and heartbreak of tragedy is such a confusing emotion. I feel such sadness for my south coast friends #shoreham,1013187241,84,211,251,837,1,1
53,53,635466276417204224,Sun Aug 23 14:59:01 +0000 2015,Pouring with rain in #cambridge. That sun didn't last long... 😕,1013187241,84,211,251,837,1,1
54,54,635457669915086850,Sun Aug 23 14:24:49 +0000 2015,RT @brightonargus: Friends of @WorthingUtdFC footballers pay tribute to to their teammates - http://t.co/dtJkxu7O3J http://t.co/hDrCAJ10c9,1013187241,84,211,251,837,6,1
55,55,635437561767444480,Sun Aug 23 13:04:55 +0000 2015,I've done nothing for the last 40 minute. Enough. I need to stand up and do stuff #lazysunday,1013187241,84,211,251,837,0,1
56,56,635353558045597697,Sun Aug 23 07:31:07 +0000 2015,RT @craftsbeautiful: Comfy this Sunday morning? Our cushion blog post will only make you more snug! http://t.co/EMSga5PBF3 http://t.co/tiyZ…,1013187241,84,211,251,837,1,1
57,57,635343406479339520,Sun Aug 23 06:50:46 +0000 2015,RT @brightonargus: A27 diversion route likely to remain in place all day after Shoreham air crash - http://t.co/P7NroQNpgi http://t.co/lfLO…,1013187241,84,211,251,837,28,1
58,58,635341947071266816,Sun Aug 23 06:44:58 +0000 2015,"@JackDineen1 new media highlights the hypocrisy of humans. Tragedy is global, but many choose to ignore what's not on their doorstep x",1013187241,84,211,251,837,0,1
59,59,635187171243229185,Sat Aug 22 20:29:57 +0000 2015,I hope the pilot pulls through. There's been enough death today at #shoreham 😟 https://t.co/6whLQe3pk8,1013187241,84,211,251,837,1,1
60,60,635128780235894784,Sat Aug 22 16:37:55 +0000 2015,@Sarah_Booker @yorkshireguy I keep seeing comments that the pilot was saved. If true I find that quite incredible,1013187241,84,211,251,837,0,1
61,61,635122065058742272,Sat Aug 22 16:11:14 +0000 2015,"@Sarah_Booker @yorkshireguy urgh, awful 😢",1013187241,84,211,251,837,0,1
62,62,635121565361938432,Sat Aug 22 16:09:15 +0000 2015,"@yorkshireguy @Sarah_Booker I can't shake the image of the unsuspecting people, driving along, minding their own business. Tragically sad.",1013187241,84,211,251,837,0,1
63,63,635119579455451136,Sat Aug 22 16:01:22 +0000 2015,"@Sarah_Booker *this*. Dear god! Horrific image 😟 Awful, awful, awful 😢 https://t.co/gG0rUMNvmm",1013187241,84,211,251,837,0,1
64,64,635117890262446080,Sat Aug 22 15:54:39 +0000 2015,RT @BBCBreaking: 7 people confirmed dead after plane crashed into several vehicles on A27 during #Shoreham Airshow http://t.co/iSmQGJY1eB,1013187241,84,211,251,837,1213,1
65,65,635115683232227329,Sat Aug 22 15:45:53 +0000 2015,@Sarah_Booker BBC reporting 7 fatalities so far 😟 Just so awful,1013187241,84,211,251,837,0,1
66,66,635112732132528128,Sat Aug 22 15:34:09 +0000 2015,Toaster shopping is needlessly confusing...,1013187241,84,211,251,837,0,1
67,67,635111298687221760,Sat Aug 22 15:28:28 +0000 2015,"Finding it hard to find a 'funky' decent quality toaster at a reasonable price. All silver, boring or cheap looking... #firstworldproblems",1013187241,84,211,251,837,0,1
68,68,635109574039760896,Sat Aug 22 15:21:36 +0000 2015,RT @BBCSussex: This very sad footage has been released of the #Shoreham air crash. The content is obviously distressing. http://t.co/aG2sWz…,1013187241,84,211,251,837,69,1
69,69,635097271646978048,Sat Aug 22 14:32:43 +0000 2015,@Sarah_Booker I had the same thought 😟,1013187241,84,211,251,837,0,1
70,70,635095852600696832,Sat Aug 22 14:27:05 +0000 2015,"What an awful, awful tragedy. Let's hope the casualties are few 😟 https://t.co/fKRqw7XRHP",1013187241,84,211,251,837,0,1
71,71,634994424653709312,Sat Aug 22 07:44:03 +0000 2015,So true 💕 http://t.co/OC0WW3jUQB,1013187241,84,211,251,837,0,1
72,72,634974010309263360,Sat Aug 22 06:22:55 +0000 2015,Sofa shopping! Whoop! 🎉,1013187241,84,211,251,837,0,1
73,73,634972142795403264,Sat Aug 22 06:15:30 +0000 2015,My cat is always overjoyed to see me every morning. That kind of love is priceless 💕😊,1013187241,84,211,251,837,0,1
74,74,634965102727430144,Sat Aug 22 05:47:32 +0000 2015,@jessgrace_ beach trip 😉,1013187241,84,211,251,837,0,1
75,75,634960545607778304,Sat Aug 22 05:29:25 +0000 2015,@jessgrace_ are you going to go?,1013187241,84,211,251,837,0,1
76,76,634814583899877377,Fri Aug 21 19:49:25 +0000 2015,"It's dusk, but warm. Cool 😊💕 http://t.co/iZfy86TPbG",1013187241,84,211,251,837,0,1
77,77,634799750685040640,Fri Aug 21 18:50:29 +0000 2015,@MrBenBrown awesome motovlogs! Your commentary is great fun. Now I want a bike... 😉,1013187241,84,211,251,837,0,1
78,78,634770016227958784,Fri Aug 21 16:52:19 +0000 2015,RT @JasonLea69: #dolphins spotted heading east from #Hove keep a look out! @brightonargus,1013187241,84,211,251,837,2,1
79,79,634765257475522560,Fri Aug 21 16:33:25 +0000 2015,Just finished a service centre call that didn't make me want to cry or punch something. Good work Eon 👍🏼,1013187241,84,211,251,837,0,1
80,80,634763828862021632,Fri Aug 21 16:27:44 +0000 2015,RT @CambridgeNewsUK: Man taken to hospital after suffering arm wrestling injury on Mill Road http://t.co/4vIAhxYS6g,1013187241,84,211,251,837,3,1
81,81,634760324378443776,Fri Aug 21 16:13:49 +0000 2015,@EONhelp you too! ☀️,1013187241,84,211,251,837,0,1
82,82,634759751851745281,Fri Aug 21 16:11:32 +0000 2015,"@EONhelp hi, thx. Yes, I found it in the end and spoke with a nice, helpful young lady. All sorted. Thx.",1013187241,84,211,251,837,0,1
83,83,634759509827829760,Fri Aug 21 16:10:35 +0000 2015,"@EONhelp re my last tweet, don't worry, spoke to v helpful young lady. All sorted. Thx!",1013187241,84,211,251,837,0,1
84,84,634756947267448833,Fri Aug 21 16:00:24 +0000 2015,"@EONhelp hi, I'm trying to find a number to phone for a new account but can't find it. Please can you advise. Thx.",1013187241,84,211,251,837,0,1
85,85,634654037888118784,Fri Aug 21 09:11:28 +0000 2015,Fragile egos and umbrage taken in a blink. I need a break.,1013187241,84,211,251,837,0,1
86,86,634643282493067264,Fri Aug 21 08:28:44 +0000 2015,RT @DT_Kenilworth: Our dogs are desperate for treats!Ben and his friends would be so grateful for any donations. @DogsTrust http://t.co/QE0…,1013187241,84,211,251,837,44,1
87,87,634640362334781440,Fri Aug 21 08:17:08 +0000 2015,Two weeks off. I can't f'ing wait! I need to get away from work now.,1013187241,84,211,251,837,0,1
88,88,634628898693742592,Fri Aug 21 07:31:34 +0000 2015,RT @homemade: 15 things you didn't know you could do with Malteasers and they are all epic http://t.co/lmcWqeKIpp http://t.co/BDeyNVm5BD,1013187241,84,211,251,837,6,1
89,89,634628697161625600,Fri Aug 21 07:30:46 +0000 2015,Feeling a strange mix of excited and sad. Such a big change looming. Very liberating in so many ways but #lifeischanging,1013187241,84,211,251,837,0,1
90,90,634628135196209152,Fri Aug 21 07:28:32 +0000 2015,This is the last time I'm going to take this bus to work. Feels weird.,1013187241,84,211,251,837,0,1
91,91,634617497195540484,Fri Aug 21 06:46:16 +0000 2015,... I need to care less but don't want to have a hard heart 😕,1013187241,84,211,251,837,0,1
92,92,634617327930241024,Fri Aug 21 06:45:36 +0000 2015,I don't know why I allow myself to feel such disappointment in someone even after all this time...,1013187241,84,211,251,837,0,1
93,93,634597667482542080,Fri Aug 21 05:27:28 +0000 2015,Last day in the office for 2 weeks. Whoop! 😊,1013187241,84,211,251,837,0,1
94,94,634408642910027776,Thu Aug 20 16:56:21 +0000 2015,Horrible muggy weather #cambridge #weather,1013187241,84,211,251,837,0,1
95,95,634407239848194048,Thu Aug 20 16:50:47 +0000 2015,"Not, however, going to miss living on a road where people drive like lunatics...",1013187241,84,211,251,837,0,1
96,96,634403594733776896,Thu Aug 20 16:36:18 +0000 2015,Walking home... occurs to me that 'walking' home won't be possible soon. I will miss that...,1013187241,84,211,251,837,0,1
97,97,634349032744349696,Thu Aug 20 12:59:29 +0000 2015,Wondering if this will turn out to be Raymond... 😕 https://t.co/8La9quYnv2,1013187241,84,211,251,837,0,1
98,98,634321096213458944,Thu Aug 20 11:08:29 +0000 2015,I’ve decided that my life NEEDS a pink cuddler chair(bed) 😁💗🏡,1013187241,84,211,251,837,0,1
99,99,634304619385081856,Thu Aug 20 10:03:00 +0000 2015,I love this story  https://t.co/njKcbjQSPG,1013187241,84,211,251,837,0,1
100,100,634268862238826496,Thu Aug 20 07:40:55 +0000 2015,Good luck to all the kids getting their GCSE results today 🎓 #resultsday,1013187241,84,211,251,837,0,1
101,101,634259276270338048,Thu Aug 20 07:02:50 +0000 2015,No people &amp; no traffic... where is everyone? #quietcambridge,1013187241,84,211,251,837,0,1
102,102,634251264033955840,Thu Aug 20 06:30:59 +0000 2015,Can faffing be considered a hobby? I'm very good at that...,1013187241,84,211,251,837,0,1
103,103,634245970147057665,Thu Aug 20 06:09:57 +0000 2015,"This, absolutely this 💜 http://t.co/No4nlwFU0b",1013187241,84,211,251,837,0,1
104,104,634244897139240960,Thu Aug 20 06:05:41 +0000 2015,All I can think about right now is sofa shopping. Excited! lol 🏡🎉,1013187241,84,211,251,837,0,1
105,105,634230985228427264,Thu Aug 20 05:10:24 +0000 2015,I suppose I should get up...,1013187241,84,211,251,837,0,1
106,106,634133567627509760,Wed Aug 19 22:43:18 +0000 2015,Need to sleep but it's been an exciting day and I'm still buzzed 😁🏡,1013187241,84,211,251,837,0,1
107,107,634132850007257093,Wed Aug 19 22:40:27 +0000 2015,Mini hog earlier this evening. One of two that have moved in 💕 http://t.co/29co4uhEm0,1013187241,84,211,251,837,0,1
108,108,633526666464243712,Tue Aug 18 06:31:42 +0000 2015,"RT @designtaxi: The best times to post on Facebook, Instagram, Twitter http://t.co/Q96mJITd86 http://t.co/VtRkDF14tB",1013187241,84,211,251,837,24,1
109,109,633523125435637760,Tue Aug 18 06:17:38 +0000 2015,"Another milestone day... insurance in place, final viewing tonight, deposit prepared, exchange imminent 👍🏼 😊",1013187241,84,211,251,837,0,1
110,110,633522478434910208,Tue Aug 18 06:15:03 +0000 2015,This is so me 😁 http://t.co/l7D49IpUgk,1013187241,84,211,251,837,0,1
111,111,633519761285120000,Tue Aug 18 06:04:15 +0000 2015,"I miss you, every single day. I don't think you know that. Still, it's true 💕",1013187241,84,211,251,837,0,1
112,112,633414312011407364,Mon Aug 17 23:05:14 +0000 2015,There's either an eyelash or an elephant in my eye. Either way the net result is the same... #pain,1013187241,84,211,251,837,0,1
113,113,633372452375121920,Mon Aug 17 20:18:54 +0000 2015,"RT @Elephantopia: ELEPHANT FACT OF THE DAY: An elephant herd is considered one of the most closely knit societies of any animal,... http://…",1013187241,84,211,251,837,79,1
114,114,633332976764514304,Mon Aug 17 17:42:03 +0000 2015,"@CeliaHammond my beautiful Spopie, adopted from CHAT in 2007. Loving the ☀️ last week 💗 #blackcatappreciationday http://t.co/ccLqLmsYPr",1013187241,84,211,251,837,3,1
115,115,633311371204132864,Mon Aug 17 16:16:11 +0000 2015,@Nimmykins do you still use this account?,1013187241,84,211,251,837,0,1
116,116,633310349735948292,Mon Aug 17 16:12:08 +0000 2015,@Paulamanning6 @RSPCA_official what a beauty!,1013187241,84,211,251,837,0,1
117,117,633303580217344000,Mon Aug 17 15:45:14 +0000 2015,Interesting reading... BBC News - Better diagnosis call for adults with ADHD http://t.co/ExEOX2R8CA,1013187241,84,211,251,837,0,1
118,118,633243511027027968,Mon Aug 17 11:46:32 +0000 2015,"@RSPCA_official this is my girl, Spopie #blackcatappreciationday http://t.co/mgDEVpbQ3O",1013187241,84,211,251,837,4,1
119,119,633237525117693952,Mon Aug 17 11:22:45 +0000 2015,Cementing my status as ‘that crocheting weirdo’ in the staff cafe... 😁,1013187241,84,211,251,837,0,1
120,120,633235386769276928,Mon Aug 17 11:14:15 +0000 2015,Hear hear  https://t.co/qWjDXE8Eww,1013187241,84,211,251,837,0,1
121,121,633235276203171840,Mon Aug 17 11:13:49 +0000 2015,Never thought I'd say this but I'm glad for the distraction of work. Something to keep me productive and organised...,1013187241,84,211,251,837,0,1
122,122,633213464027267073,Mon Aug 17 09:47:09 +0000 2015,It feels autumnal out all of a sudden... 🍂🍁,1013187241,84,211,251,837,0,1
123,123,633182008970227712,Mon Aug 17 07:42:09 +0000 2015,Made Jess a cake... 🎂 http://t.co/0DIPzH62iM,1013187241,84,211,251,837,0,1
124,124,633170396888608768,Mon Aug 17 06:56:01 +0000 2015,RT @CambridgeNewsUK: Community rallies behind former soldier who was seen begging at the Beehive Centre http://t.co/n4D4rY347m http://t.co/…,1013187241,84,211,251,837,4,1
125,125,633170263396511745,Mon Aug 17 06:55:29 +0000 2015,RT @abigail_titmuss: 5yrs ago a puppy was abandoned in Ireland. @DogsTrust took him to London. I adopted him. Today he swims in California …,1013187241,84,211,251,837,47,1
126,126,633169388452085760,Mon Aug 17 06:52:00 +0000 2015,I miss you every single day. Some days it feels like being gut-punched.,1013187241,84,211,251,837,0,1
127,127,632926198348283905,Sun Aug 16 14:45:39 +0000 2015,House smells of cake... 😍🎂,1013187241,84,211,251,837,0,1
128,128,632870146709803008,Sun Aug 16 11:02:55 +0000 2015,Cotton granny square: pink and grey #crochet #grannysquare http://t.co/ZQzUv3mbEX,1013187241,84,211,251,837,0,1
129,129,632843537038614528,Sun Aug 16 09:17:11 +0000 2015,"I've had my little car a year today. Happy Birthday little car, still going strong 🎉🚘",1013187241,84,211,251,837,0,1
130,130,632646475768549377,Sat Aug 15 20:14:08 +0000 2015,A bad week calls for #comfortfood http://t.co/pamCWA4299,1013187241,84,211,251,837,0,1
131,131,632552107791515649,Sat Aug 15 13:59:09 +0000 2015,I ❤️ Ely 😊💕 #ely #cambridgeshire https://t.co/SryXXpkJlQ,1013187241,84,211,251,837,0,1
132,132,632486874595074048,Sat Aug 15 09:39:56 +0000 2015,Gorgeous day for a drive to Ely @ Ely Catherdral https://t.co/J9sd3rju7k,1013187241,84,211,251,837,0,1
133,133,632264806389706752,Fri Aug 14 18:57:31 +0000 2015,@jessgrace_ I thought you said I could have him? 😉,1013187241,84,211,251,837,0,1
134,134,631811145410723844,Thu Aug 13 12:54:50 +0000 2015,@Sarah_Booker it looks awful down there. I hope you're okay xx https://t.co/E5oaLT18Yx,1013187241,84,211,251,837,0,1
135,135,631810620288053249,Thu Aug 13 12:52:45 +0000 2015,RT @brightonargus: In pictures: Severe weather hits Sussex - http://t.co/QGXilqMxMi http://t.co/wJCxwF2vr2,1013187241,84,211,251,837,10,1
136,136,631589569172013059,Wed Aug 12 22:14:22 +0000 2015,Block 12: another traditional #granny-square #crochet #crochetblanket #afghan http://t.co/DfaZPxheqH,1013187241,84,211,251,837,0,1
137,137,631569225379876864,Wed Aug 12 20:53:31 +0000 2015,Hog time! 💕 #hedgehog http://t.co/txlXnmZwgB,1013187241,84,211,251,837,0,1
138,138,631539401554837504,Wed Aug 12 18:55:01 +0000 2015,This http://t.co/9ckfTcg4to,1013187241,84,211,251,837,0,1
139,139,631535225701593088,Wed Aug 12 18:38:25 +0000 2015,"This I know: don't crochet when tipsy, angry or sad. Too many extremes and crochet don't mix for me...",1013187241,84,211,251,837,0,1
140,140,631533943439917056,Wed Aug 12 18:33:20 +0000 2015,"Feeling emotionally drained. Time for an easy, stress free evening. Crochet and the Penguins of Madagascar 🐧",1013187241,84,211,251,837,0,1
141,141,631531032924303360,Wed Aug 12 18:21:46 +0000 2015,RT @richardbranson: Read this wonderful blog about elephant conservation in Zimbabwe: http://t.co/MByWtcAElX #WorldElephantDay http://t.co/…,1013187241,84,211,251,837,469,1
142,142,631531032924303360,Wed Aug 12 18:21:46 +0000 2015,RT @richardbranson: Read this wonderful blog about elephant conservation in Zimbabwe: http://t.co/MByWtcAElX #WorldElephantDay http://t.co/…,1013187241,84,211,251,837,469,1
143,143,631531015446622209,Wed Aug 12 18:21:42 +0000 2015,"RT @AstronautAbby: #AstroLuca2013 RT @astro_luca: Arriving in #Queensland, we’re welcomed by a riveting, colorful nature #Australia http://…",1013187241,84,211,251,837,62,1
144,144,631518690807271424,Wed Aug 12 17:32:43 +0000 2015,RT @BBCCambs: Aboard the aquatic combines 'harvesting' weeds in Cambs waterways http://t.co/oROpiSiWk2 - @dottymcl 07:50 http://t.co/9V5Afb…,1013187241,84,211,251,837,9,1
145,145,631237613937127424,Tue Aug 11 22:55:49 +0000 2015,"This, yep http://t.co/J8chAUgPTy",1013187241,84,211,251,837,0,1
146,146,631234172477153280,Tue Aug 11 22:42:09 +0000 2015,"Big hoggle, out for his supper tonight. He's a magical little beastie 💗 http://t.co/z8ECvjJG46",1013187241,84,211,251,837,0,1
147,147,631200592669577216,Tue Aug 11 20:28:43 +0000 2015,RT @RSPCA_official: Marley &amp; Zena on #DogRescuers looking fab after rescue from owner who let them to almost starve. Owning a dog is a priv…,1013187241,84,211,251,837,18,1
